customer,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state,gender
XE36531,High School or Below,4889.61,51246,122,,Personal Auto,SUV,817.69,California,F
SZ86381,Bachelor,5112.57,56587,65,,Personal Auto,Four-Door Car,312.0,Oregon,M
YY29772,High School or Below,2725.32,45025,69,,Personal Auto,Four-Door Car,452.27,Arizona,F
FG69718,High School or Below,9780.85,0,132,,Corporate Auto,SUV,950.4,California,F
MI81870,Bachelor,15042.58,22799,190,,Corporate Auto,SUV,912.0,Arizona,F
QH27767,Doctor,5308.29,82601,66,,Personal Auto,Four-Door Car,186.39,Oregon,M
IV54766,Master,19160.99,22705,239,,Personal Auto,Luxury,1294.7,Oregon,F
AD33653,High School or Below,3324.55,0,92,,Personal Auto,Two-Door Car,441.6,Oregon,M
HU54636,College,3791.55,41212,95,,Personal Auto,Four-Door Car,405.44,California,F
CD45044,High School or Below,7600.03,0,70,,Personal Auto,Four-Door Car,504.0,Arizona,F
CB61335,High School or Below,6950.1,21687,88,,Personal Auto,Four-Door Car,603.1,California,F
DL53457,College,4605.04,22571,63,,Personal Auto,Four-Door Car,302.4,California,F
YG68142,High School or Below,5864.38,72032,72,,Personal Auto,Four-Door Car,438.15,Oregon,F
UI24036,Bachelor,15374.18,42570,128,,Personal Auto,SUV,587.41,Washington,F
LD63324,College,3230.58,62873,81,,Corporate Auto,Four-Door Car,207.75,Arizona,M
LB29621,Bachelor,9294.55,21370,77,,Corporate Auto,Four-Door Car,105.18,Oregon,F
XB43625,Bachelor,2504.87,66081,64,,Personal Auto,Four-Door Car,42.03,Arizona,F
FI65786,Master,7081.69,93854,87,,Corporate Auto,Two-Door Car,417.6,Oregon,F
ZC61874,Doctor,9560.05,19429,122,,Special Auto,SUV,683.46,Arizona,F
QA66968,Bachelor,6756.06,46879,86,,Personal Auto,Four-Door Car,324.94,California,F
YQ98322,Bachelor,5290.67,36791,68,,Personal Auto,Four-Door Car,326.4,Oregon,M
EN27946,High School or Below,8391.13,40211,106,,Personal Auto,Two-Door Car,710.74,California,M
GT18396,College,21151.23,48642,77,,Personal Auto,Four-Door Car,92.31,Arizona,M
KL43280,College,9264.33,69063,115,,Personal Auto,Two-Door Car,552.0,California,M
DB93245,Doctor,2853.6,87455,71,,Corporate Auto,Four-Door Car,329.24,Arizona,F
SN53710,High School or Below,6245.44,80101,79,,Personal Auto,Four-Door Car,442.92,Washington,M
IB82793,High School or Below,2129.06,0,61,,Corporate Auto,Four-Door Car,292.8,California,M
CT74097,College,14789.62,51817,129,,Personal Auto,SUV,712.83,Nevada,M
HE20556,Bachelor,5324.39,31561,68,,Personal Auto,Four-Door Car,326.4,Arizona,F
RQ41621,Doctor,2862.73,64640,73,,Personal Auto,Four-Door Car,327.91,Arizona,F
TB88830,Master,8614.69,64220,107,,Personal Auto,SUV,48.78,California,F
LV94312,College,4931.5,33580,62,,Corporate Auto,Four-Door Car,315.33,Oregon,M
PT45842,College,4642.02,0,64,,Personal Auto,Two-Door Car,770.25,Arizona,M
CV49750,Bachelor,21423.64,0,65,,Personal Auto,Two-Door Car,312.0,Arizona,M
RB63074,High School or Below,4858.07,0,67,,Personal Auto,Four-Door Car,482.4,Oregon,M
XX73066,Master,5261.1,43318,66,,Personal Auto,Four-Door Car,48.94,Arizona,M
VN22337,College,3274.04,83869,81,,Personal Auto,Four-Door Car,348.19,California,F
BA19651,High School or Below,6134.39,43875,78,,Corporate Auto,Four-Door Car,289.47,California,M
UX18122,Bachelor,3690.7,59016,92,,Corporate Auto,Four-Door Car,441.6,Washington,F
HY46017,College,2776.77,70793,69,,Personal Auto,Four-Door Car,62.63,California,F
ZI95657,Doctor,10972.07,24164,137,,Personal Auto,Luxury,657.6,California,M
MK93363,Master,4177.67,29133,104,,Personal Auto,Luxury,499.2,Washington,F
UM26324,High School or Below,5838.9,81082,73,,Corporate Auto,Four-Door Car,281.3,Washington,M
ZN18884,Bachelor,6462.22,0,65,,Corporate Auto,Four-Door Car,312.0,California,M
PN18863,College,5109.5,21277,66,,Corporate Auto,Four-Door Car,316.8,California,M
BK76340,High School or Below,8278.72,16924,226,,Personal Auto,Luxury,1084.8,California,M
QZ83992,College,8682.23,10540,115,,Corporate Auto,SUV,552.0,California,M
WE23159,High School or Below,9415.9,0,133,,Special Auto,Luxury,1361.99,Oregon,M
GA86186,College,3230.58,62873,81,,Special Auto,Four-Door Car,207.75,Oregon,M
ZM24497,High School or Below,17019.19,98623,211,,Personal Auto,Luxury,1012.8,California,M
EY97047,College,2647.52,37876,69,,Corporate Auto,Four-Door Car,300.06,Oregon,M
NW14895,Bachelor,12883.12,77469,109,,Personal Auto,SUV,757.17,Arizona,M
KS42294,College,20930.05,30535,66,,Personal Auto,Four-Door Car,94.14,California,F
DQ50258,College,4814.35,0,67,,Personal Auto,Four-Door Car,482.4,California,M
XK10881,Bachelor,4836.89,39310,61,,Personal Auto,Four-Door Car,93.18,Oregon,M
LC20778,Master,18745.4,27229,99,,Personal Auto,Four-Door Car,475.2,Nevada,F
LH87004,College,17367.53,41418,112,,Personal Auto,SUV,537.6,Washington,M
SZ17657,College,9012.92,67840,112,,Personal Auto,SUV,83.24,Oregon,F
RI44399,Bachelor,5871.61,0,80,,Corporate Auto,Four-Door Car,871.06,California,F
RF73080,College,5926.73,23091,96,,Personal Auto,Four-Door Car,460.8,Oregon,M
QA69109,Master,5453.71,69468,67,,Personal Auto,Four-Door Car,302.73,Arizona,F
FK85203,High School or Below,9106.87,74143,114,,Personal Auto,SUV,547.2,California,M
ET44462,High School or Below,5013.14,65165,126,,Personal Auto,SUV,604.8,Arizona,M
SK27185,College,6672.06,50537,165,,Personal Auto,SUV,60.01,California,F
JW87443,College,6521.37,72608,82,,Personal Auto,Four-Door Car,393.6,Oregon,F
OM37610,High School or Below,13024.22,26312,110,,Personal Auto,Four-Door Car,565.84,Nevada,F
TJ58873,High School or Below,2748.8,56900,68,,Personal Auto,Four-Door Car,304.12,Oregon,M
WE97690,Bachelor,2803.6,60707,70,,Corporate Auto,Four-Door Car,327.06,Oregon,F
HH99354,Bachelor,7231.0,67276,61,,Personal Auto,Two-Door Car,181.8,Oregon,M
UN90060,High School or Below,8329.29,30865,104,,Personal Auto,SUV,21.26,Oregon,F
BR76202,Master,4626.8,79487,114,,Personal Auto,SUV,547.2,California,F
MO48960,Doctor,6265.34,0,84,,Personal Auto,Four-Door Car,481.03,California,F
QG50480,College,4504.16,0,62,,Personal Auto,Two-Door Car,135.85,Oregon,M
RE73564,Bachelor,11533.48,41098,96,,Personal Auto,Two-Door Car,250.06,Oregon,F
EN32990,College,5350.0,89158,67,,Personal Auto,Four-Door Car,272.2,Arizona,F
OO97388,Master,2855.69,99612,70,,Personal Auto,Two-Door Car,336.0,Oregon,F
JN66901,High School or Below,6601.61,0,194,,Corporate Auto,Luxury,2306.51,Nevada,M
UI64573,High School or Below,3470.18,94885,86,,Personal Auto,Four-Door Car,170.53,Oregon,F
HJ64867,College,5895.11,78352,74,,Personal Auto,Two-Door Car,152.37,Arizona,F
MT35297,High School or Below,5065.94,43460,63,,Personal Auto,Four-Door Car,302.4,Oregon,F
VB69838,High School or Below,41787.9,46587,119,,Personal Auto,Four-Door Car,571.2,Oregon,F
JR34589,High School or Below,4882.29,21236,123,,Personal Auto,SUV,131.26,Nevada,F
EI85578,Bachelor,3837.62,0,106,,Personal Auto,SUV,117.23,California,F
DH85144,College,2154.07,0,65,,Personal Auto,Four-Door Car,312.0,Oregon,M
HC31007,High School or Below,5049.12,0,68,,Personal Auto,Four-Door Car,457.17,California,M
MT58123,College,13869.93,28432,118,,Corporate Auto,SUV,612.3,California,M
GQ78238,High School or Below,5213.37,65167,131,,Personal Auto,SUV,628.8,Oregon,M
UO44449,College,4911.12,33700,62,,Corporate Auto,Four-Door Car,274.11,Washington,F
VK98618,College,7751.86,0,105,,Personal Auto,SUV,756.0,Arizona,F
BG30513,College,25464.82,13663,97,,Personal Auto,Four-Door Car,465.6,California,F
KD20203,College,9472.96,0,131,,Corporate Auto,SUV,628.8,Oregon,M
HR26088,College,5926.96,0,84,,Personal Auto,Four-Door Car,403.2,Arizona,F
XD72019,Bachelor,8470.04,0,82,,Personal Auto,Four-Door Car,479.31,Oregon,F
XD82117,College,8675.99,65933,108,,Personal Auto,SUV,379.95,Arizona,F
CT47738,College,18205.67,0,128,,Corporate Auto,Luxury,614.4,Oregon,F
NY30370,High School or Below,2618.33,28663,66,,Corporate Auto,Two-Door Car,430.6,Washington,M
EH69733,Bachelor,3349.64,78092,84,,Corporate Auto,Four-Door Car,344.02,Arizona,M
QV89210,High School or Below,5979.72,57693,76,,Corporate Auto,Four-Door Car,547.2,Nevada,F
QK90365,Master,16301.97,19614,85,,Personal Auto,Two-Door Car,574.02,Oregon,F
UR67446,High School or Below,7882.99,23235,99,,Personal Auto,Four-Door Car,587.66,California,F
FJ76376,Bachelor,7748.81,79528,64,,Personal Auto,Two-Door Car,175.43,California,M
ZI85739,Master,15860.04,0,136,,Personal Auto,SUV,46.1,California,F
AM72411,High School or Below,2279.7,23253,61,,Personal Auto,Two-Door Car,292.8,Oregon,M
IC77855,College,15272.8,40571,100,,Personal Auto,SUV,361.79,California,M
ZM70632,Bachelor,5498.75,60668,138,,Personal Auto,SUV,553.7,California,F
JM59803,Doctor,5743.4,61776,73,,Personal Auto,Two-Door Car,343.28,California,M
KG84303,Master,3942.92,38820,99,,Personal Auto,Four-Door Car,547.62,California,M
OJ37666,Bachelor,2503.6,47285,63,,Personal Auto,Four-Door Car,302.4,California,F
VV49688,High School or Below,4558.59,0,62,,Corporate Auto,Four-Door Car,446.4,Oregon,M
KH55886,Bachelor,67907.27,78310,192,,Personal Auto,Luxury,151.71,Oregon,M
QZ70160,College,2396.67,26222,62,,Personal Auto,Four-Door Car,297.6,Nevada,F
FU51754,High School or Below,5568.95,0,79,,Personal Auto,Two-Door Car,407.44,Arizona,M
KY48450,College,7334.52,83926,181,,Personal Auto,Luxury,124.45,Oregon,F
ZG18090,Master,7150.11,24124,91,,Corporate Auto,Four-Door Car,436.8,California,M
UI99151,High School or Below,12023.75,28879,106,,Personal Auto,Luxury,763.2,Nevada,M
VB59276,Bachelor,4018.88,0,112,,Corporate Auto,SUV,544.25,Oregon,M
CJ64468,College,4770.55,12964,65,,Personal Auto,Two-Door Car,362.77,Oregon,F
GM61951,High School or Below,29297.33,0,115,,Personal Auto,SUV,1251.04,Nevada,F
BO15959,College,27929.96,88105,86,,Personal Auto,Four-Door Car,412.8,Washington,F
ZK50586,College,2899.92,66524,74,,Personal Auto,Two-Door Car,238.52,Oregon,F
DM22923,Bachelor,2331.33,27398,68,,Personal Auto,Four-Door Car,326.4,Oregon,M
DQ58142,High School or Below,8561.56,37759,108,,Corporate Auto,SUV,518.4,Arizona,M
YW47108,College,11280.73,45743,96,,Personal Auto,Four-Door Car,673.78,California,M
DS62172,Bachelor,2764.02,54183,70,,Personal Auto,Four-Door Car,336.0,Oregon,F
VL58402,College,2580.85,46900,66,,Personal Auto,Four-Door Car,316.8,Washington,M
YV82597,Doctor,10856.01,59803,90,,Corporate Auto,Two-Door Car,22.76,Nevada,F
FN33339,High School or Below,4150.84,53787,104,,Corporate Auto,Four-Door Car,666.09,Oregon,F
UZ97486,Bachelor,16979.8,35095,73,,Corporate Auto,Two-Door Car,525.6,California,M
LL92275,College,5028.74,0,67,,Personal Auto,Four-Door Car,216.2,California,F
FB95288,High School or Below,64618.76,0,217,,Personal Auto,Luxury,1562.4,California,M
NB30472,College,41103.24,30845,116,,Personal Auto,Four-Door Car,556.8,Arizona,F
RX66745,Bachelor,22658.54,23665,67,,Corporate Auto,Four-Door Car,404.82,Washington,M
II97469,High School or Below,7013.44,92107,88,,Personal Auto,Four-Door Car,16.37,California,M
VF17463,College,8658.86,62464,109,,Personal Auto,Luxury,400.18,Oregon,M
GW77328,Doctor,5214.34,69991,65,,Personal Auto,Four-Door Car,4.62,Oregon,M
CF44171,Bachelor,4334.06,23904,123,,Personal Auto,SUV,590.4,California,F
ZN65873,High School or Below,3731.5,0,96,,Corporate Auto,Four-Door Car,460.8,California,F
EO75698,Bachelor,22242.52,83894,110,,Personal Auto,Four-Door Car,82.02,Oregon,F
GB94407,College,12280.77,88340,102,,Corporate Auto,Two-Door Car,489.6,California,M
KM63956,Master,13024.13,0,125,,Corporate Auto,SUV,900.0,California,M
LM79795,High School or Below,7488.79,39602,64,,Personal Auto,Two-Door Car,307.2,Oregon,M
XT35473,Bachelor,2300.69,25905,63,,Personal Auto,Four-Door Car,302.4,Arizona,M
LO90163,Bachelor,30081.37,24626,108,,Personal Auto,SUV,225.97,Nevada,F
LU65596,College,3745.37,59732,94,,Corporate Auto,Four-Door Car,135.63,California,F
SV94314,Bachelor,13246.57,36898,169,,Personal Auto,SUV,811.2,Arizona,M
RW86245,High School or Below,5008.28,92864,123,,Personal Auto,SUV,96.34,Arizona,M
JG41490,Bachelor,2396.22,0,66,,Corporate Auto,Four-Door Car,433.16,Arizona,F
FO63400,College,5146.9,93752,64,,Corporate Auto,Four-Door Car,154.71,California,F
FE84109,Bachelor,6540.2,21156,89,,Personal Auto,Two-Door Car,111.84,Washington,M
KG21285,College,7159.81,67206,90,,Personal Auto,Four-Door Car,76.29,Arizona,M
TQ33359,High School or Below,6087.3,85654,76,,Personal Auto,Four-Door Car,46.2,California,M
ZG59671,College,9772.74,59325,83,,Personal Auto,Four-Door Car,81.6,Oregon,M
AY19539,College,6005.85,13528,86,,Personal Auto,Four-Door Car,412.8,California,M
KU23440,Master,6811.58,0,63,,Personal Auto,Four-Door Car,302.4,Oregon,F
IJ83011,College,16350.13,0,165,,Corporate Auto,SUV,1452.21,California,M
KE35335,College,3580.26,75333,90,,Personal Auto,Four-Door Car,289.24,Washington,F
FE90301,Bachelor,5821.13,61108,72,,Personal Auto,Four-Door Car,23.77,Nevada,F
CK35310,High School or Below,2839.57,27083,73,,Personal Auto,Four-Door Car,525.6,Nevada,F
XU97999,High School or Below,10097.2,68997,63,,Personal Auto,Four-Door Car,206.93,California,M
RF73329,High School or Below,2674.23,33451,67,,Personal Auto,Four-Door Car,337.22,California,F
WO12850,Bachelor,4515.45,21500,115,,Corporate Auto,Four-Door Car,39.29,Nevada,F
AB26022,High School or Below,7998.35,26487,112,,Corporate Auto,SUV,602.43,Oregon,M
HL91178,High School or Below,2809.77,74713,70,,Personal Auto,Four-Door Car,336.0,California,M
HS77089,Bachelor,4748.79,0,70,,Personal Auto,Four-Door Car,504.0,Washington,M
WK18603,Doctor,5272.52,85607,66,,Personal Auto,Four-Door Car,67.65,California,M
XS44101,Bachelor,6712.29,44891,83,,Personal Auto,Four-Door Car,74.8,California,F
RE93978,College,8188.98,89061,103,,Personal Auto,SUV,565.27,Washington,M
WX19595,High School or Below,14429.89,0,198,,Personal Auto,Luxury,962.16,Arizona,M
EA55071,Bachelor,4376.36,63774,111,,Personal Auto,Four-Door Car,60.04,Arizona,F
HH45183,High School or Below,3713.8,93308,92,,Personal Auto,Four-Door Car,441.6,Oregon,M
NL75739,High School or Below,7590.05,10375,66,,Personal Auto,Two-Door Car,316.8,Arizona,M
XE96798,Master,2795.74,85950,69,,Personal Auto,Four-Door Car,47.71,Oregon,M
UU12600,Bachelor,8640.75,33402,109,,Personal Auto,SUV,71.05,Nevada,F
NL39999,High School or Below,2624.9,18129,71,,Personal Auto,Two-Door Car,340.8,Washington,M
ZN45349,College,4815.02,0,66,,Personal Auto,Two-Door Car,711.8,Oregon,M
EV34073,College,4460.42,0,65,,Corporate Auto,Four-Door Car,312.0,California,F
HM94328,College,6047.03,20396,76,,Corporate Auto,Four-Door Car,364.8,Arizona,M
QX64770,Master,8221.87,13376,108,,Personal Auto,Four-Door Car,774.71,Oregon,F
IN95983,College,6798.27,32517,94,,Special Auto,Four-Door Car,451.2,California,F
AD89594,College,12817.41,28651,67,,Personal Auto,Four-Door Car,302.27,California,M
SQ37580,Bachelor,5219.89,64964,66,,Personal Auto,Four-Door Car,286.97,Arizona,F
IN64985,College,6140.24,34112,77,,Personal Auto,Four-Door Car,369.6,Nevada,F
UL96474,College,3756.64,0,108,,Personal Auto,SUV,718.38,Arizona,F
IG89777,High School or Below,7356.56,81145,92,,Corporate Auto,Two-Door Car,321.06,California,M
YJ14330,Master,32725.3,39894,134,,Corporate Auto,SUV,411.08,California,F
NK20941,High School or Below,7057.46,52447,90,,Personal Auto,Four-Door Car,61.59,California,M
XQ28930,College,11005.02,0,69,,Personal Auto,Four-Door Car,496.8,California,M
LY73893,College,5563.77,35398,71,,Personal Auto,Four-Door Car,340.8,California,M
II20035,High School or Below,7451.48,26239,65,,Personal Auto,Four-Door Car,312.0,Oregon,F
OH69760,College,5181.05,0,70,,Personal Auto,Four-Door Car,336.0,Arizona,F
WN45973,Master,12584.01,83013,103,,Corporate Auto,SUV,155.13,Washington,M
UT21323,College,13057.01,0,190,,Personal Auto,Luxury,1833.18,California,M
GM46746,High School or Below,17776.82,86205,223,,Personal Auto,Luxury,1070.4,Arizona,F
GZ64473,College,2757.38,50414,69,,Personal Auto,Four-Door Car,331.2,Nevada,M
FE93959,Doctor,7535.43,37496,65,,Corporate Auto,Two-Door Car,312.0,California,M
YC33550,High School or Below,2826.8,24224,71,,Corporate Auto,Two-Door Car,511.2,Oregon,F
MT91532,Bachelor,7326.54,62338,92,,Corporate Auto,Four-Door Car,4.22,California,M
XE65072,College,6633.14,63483,83,,Personal Auto,Four-Door Car,85.07,Oregon,M
AT72574,High School or Below,2485.89,0,70,,Personal Auto,Two-Door Car,504.0,Arizona,M
FP10040,High School or Below,8598.19,38113,73,,Personal Auto,Four-Door Car,203.64,Oregon,M
AQ51159,High School or Below,8586.8,38676,72,,Personal Auto,Four-Door Car,146.12,Arizona,F
HB21182,Master,2417.78,20200,65,,Personal Auto,Two-Door Car,312.0,Arizona,F
SM17747,College,2693.66,29038,69,,Personal Auto,Four-Door Car,56.35,Arizona,M
YA87855,Master,7179.23,23179,91,,Corporate Auto,Two-Door Car,436.8,Arizona,M
MR52230,Doctor,10629.34,56598,88,,Personal Auto,Four-Door Car,92.97,Oregon,M
FR54989,College,2710.92,0,76,,Corporate Auto,Two-Door Car,547.2,Arizona,M
RW82766,Bachelor,7724.05,46988,195,,Corporate Auto,Luxury,294.76,Oregon,F
IX60941,College,3508.57,20978,98,,Personal Auto,Four-Door Car,1176.28,Oregon,M
GQ26671,High School or Below,2241.11,0,63,,Personal Auto,Two-Door Car,453.6,California,F
UH89141,High School or Below,33279.77,59130,117,,Corporate Auto,Luxury,436.53,Oregon,F
WO30947,Bachelor,5348.3,31572,70,,Personal Auto,Four-Door Car,292.43,Washington,M
ZN86559,Bachelor,5251.15,0,72,,Personal Auto,Four-Door Car,345.6,California,F
NZ73268,Bachelor,4686.81,32646,119,,Corporate Auto,Four-Door Car,465.0,California,M
YD80815,Bachelor,7148.33,51791,181,,Personal Auto,Luxury,422.96,Arizona,F
BE54454,High School or Below,5028.58,70828,62,,Personal Auto,Four-Door Car,297.6,Washington,M
JB76199,College,2415.42,40903,61,,Corporate Auto,Four-Door Car,409.89,Oregon,F
PN68458,High School or Below,7545.55,0,106,,Corporate Auto,SUV,631.11,California,F
IM55696,High School or Below,5264.43,24031,66,,Personal Auto,Four-Door Car,316.8,California,F
UD99395,High School or Below,4474.48,84927,112,,Personal Auto,SUV,537.6,Oregon,M
PA90653,Bachelor,21578.86,0,72,,Corporate Auto,Two-Door Car,510.98,Oregon,F
WE64939,College,2902.62,23893,73,,Personal Auto,Four-Door Car,186.29,California,F
KC67652,Doctor,10876.48,71255,138,,Personal Auto,Luxury,138.63,Arizona,M
FQ33633,College,4413.29,37697,112,,Personal Auto,SUV,38.4,Nevada,F
QS23134,College,12504.49,33746,106,,Personal Auto,Two-Door Car,508.8,Arizona,M
EZ70589,College,7462.93,70263,93,,Personal Auto,Two-Door Car,7.35,Washington,F
KT91115,Bachelor,4690.79,43367,118,,Personal Auto,Four-Door Car,1026.74,Oregon,M
RS66246,High School or Below,2943.05,0,81,,Personal Auto,Two-Door Car,388.8,California,F
YX72707,Doctor,5003.34,0,66,,Personal Auto,Four-Door Car,445.2,Oregon,F
LJ79533,High School or Below,13466.92,11432,119,,Special Auto,SUV,571.2,Nevada,F
JQ95021,College,3386.19,67249,86,,Special Auto,Four-Door Car,33.89,California,M
ET88948,Bachelor,5503.44,76839,68,,Personal Auto,Four-Door Car,326.4,California,F
GW43195,College,25807.06,71210,214,,Personal Auto,Luxury,1027.2,Oregon,F
MQ54182,Bachelor,4739.35,49447,119,,Personal Auto,Four-Door Car,762.01,California,F
WM39308,High School or Below,15777.89,98713,65,,Personal Auto,Two-Door Car,289.89,Nevada,F
DK20428,Bachelor,2619.87,26094,67,,Personal Auto,Two-Door Car,2.03,Oregon,M
IZ67803,Master,15445.66,26990,65,,Personal Auto,Four-Door Car,297.86,California,M
VW65351,College,3355.53,46644,84,,Personal Auto,Four-Door Car,150.69,Washington,F
SY36127,Master,2874.09,33462,72,,Personal Auto,Four-Door Car,112.43,California,F
LA20890,Bachelor,2846.65,66880,71,,Personal Auto,Four-Door Car,340.8,Oregon,F
EP48362,Bachelor,23813.52,88680,66,,Personal Auto,Four-Door Car,201.76,Arizona,M
BI46495,High School or Below,5313.47,0,79,,Corporate Auto,Two-Door Car,568.8,Oregon,M
ON91363,College,3730.14,75132,93,,Personal Auto,Four-Door Car,446.4,Washington,M
TG95261,Master,9031.21,0,122,,Personal Auto,Luxury,650.52,California,F
EE59791,High School or Below,5931.28,56617,74,,Personal Auto,Four-Door Car,355.2,California,F
IV84135,College,9429.08,75638,83,,Personal Auto,Four-Door Car,108.7,California,F
TE11374,Bachelor,7613.05,24982,109,,Personal Auto,SUV,523.2,California,F
GH12466,High School or Below,3313.01,40348,83,,Personal Auto,Four-Door Car,26.31,Washington,F
PC43437,College,7317.01,24083,63,,Personal Auto,Four-Door Car,340.45,Arizona,F
PW98890,Bachelor,2665.74,81538,66,,Personal Auto,Four-Door Car,272.84,Oregon,F
BQ94892,College,3230.58,62873,81,,Personal Auto,Four-Door Car,207.75,Oregon,M
LA33814,High School or Below,17367.27,66245,145,,Personal Auto,SUV,181.5,Oregon,M
WM87004,Bachelor,10595.81,0,102,,Personal Auto,SUV,734.4,Oregon,M
OL28902,College,5999.38,26303,165,,Personal Auto,SUV,956.59,California,M
VW88885,Bachelor,17006.0,58620,71,,Corporate Auto,Four-Door Car,340.8,California,F
OQ51004,Bachelor,3954.34,18375,103,,Personal Auto,Luxury,535.08,California,M
GJ88864,College,3589.37,30944,92,,Personal Auto,Four-Door Car,348.22,Nevada,F
AF69537,College,7329.78,59630,185,,Personal Auto,SUV,888.0,Arizona,M
TX11163,Bachelor,7380.57,53957,184,,Corporate Auto,Luxury,61.55,Nevada,F
FG43850,High School or Below,7472.67,44385,97,,Corporate Auto,Four-Door Car,465.6,Oregon,M
WY37677,High School or Below,8500.12,0,119,,Personal Auto,Luxury,856.8,Oregon,M
WY80801,High School or Below,19357.8,25561,163,,Corporate Auto,SUV,983.37,California,F
GZ90429,High School or Below,5846.11,85956,145,,Corporate Auto,SUV,510.38,California,M
SX89429,High School or Below,2231.79,0,61,,Personal Auto,Four-Door Car,311.4,Arizona,F
FW35631,Bachelor,4864.53,37406,122,,Corporate Auto,SUV,1134.96,Oregon,M
HM20848,High School or Below,4594.29,39053,114,,Personal Auto,Luxury,547.2,California,F
FO49408,High School or Below,3044.0,24475,84,,Personal Auto,Four-Door Car,604.8,Oregon,M
LL95376,Bachelor,2759.98,92296,69,,Personal Auto,Two-Door Car,331.2,Washington,M
UK49045,High School or Below,11064.29,29484,93,,Personal Auto,Two-Door Car,446.4,Oregon,M
JA24437,College,7555.83,0,114,,Personal Auto,Four-Door Car,820.8,California,M
TU77462,College,7469.56,48088,94,,Personal Auto,Two-Door Car,134.83,Oregon,M
DA26490,Bachelor,4920.49,21366,63,,Personal Auto,Two-Door Car,302.4,California,M
JC37131,High School or Below,12298.69,17101,113,,Special Auto,SUV,542.4,Arizona,M
YZ77792,High School or Below,4630.36,0,64,,Personal Auto,Four-Door Car,460.8,Washington,F
AH53588,College,4636.55,26802,66,,Personal Auto,Two-Door Car,316.8,California,M
QV89018,High School or Below,20467.72,89025,64,,Personal Auto,Four-Door Car,179.25,Arizona,M
SY95534,Bachelor,3792.83,0,104,,Personal Auto,SUV,748.8,California,M
YT37186,Bachelor,17526.18,52228,220,,Personal Auto,Luxury,1056.0,California,F
DY81347,High School or Below,4715.47,0,126,,Personal Auto,SUV,694.36,California,F
VH45074,College,2288.76,0,63,,Personal Auto,Four-Door Car,344.29,California,M
BF45697,College,5670.13,83086,71,,Personal Auto,Four-Door Car,320.49,California,M
RY27018,High School or Below,7228.99,53214,91,,Personal Auto,Four-Door Car,436.8,Washington,M
YJ16163,Bachelor,11009.13,51643,283,,Special Auto,Luxury,1358.4,Oregon,F
QM61543,High School or Below,5639.94,73168,70,,Corporate Auto,Four-Door Car,425.8,Arizona,M
IU83998,Bachelor,11196.46,0,298,,Personal Auto,Luxury,2145.6,Washington,F
NE29938,College,12840.43,0,90,,Personal Auto,Two-Door Car,648.0,California,F
VQ57815,Doctor,8828.38,61246,110,,Personal Auto,Luxury,159.24,Oregon,M
FF93355,High School or Below,13268.79,32762,112,,Corporate Auto,Four-Door Car,326.93,Washington,M
MG12206,College,3728.87,0,69,,Personal Auto,Two-Door Car,496.8,California,M
NE55975,High School or Below,4983.11,0,133,,Personal Auto,Luxury,957.6,Nevada,F
BX70848,College,13727.8,0,126,,Personal Auto,SUV,604.8,Washington,M
NJ88229,College,8343.75,64127,71,,Personal Auto,Four-Door Car,72.86,California,F
QW31435,High School or Below,7191.83,0,67,,Personal Auto,Two-Door Car,308.55,Oregon,M
DJ22229,Bachelor,13759.15,16794,96,,Personal Auto,Four-Door Car,460.8,Washington,F
MB12747,Bachelor,9788.71,31930,83,,Personal Auto,Four-Door Car,37.7,Nevada,M
XQ50187,Master,3360.44,74918,85,,Special Auto,Two-Door Car,314.25,Oregon,M
WU62992,Bachelor,4887.79,70742,124,,Personal Auto,SUV,211.68,Oregon,M
CE11667,College,7582.11,64801,64,,Corporate Auto,Four-Door Car,268.47,Oregon,M
BP53979,Bachelor,2516.21,48829,64,,Personal Auto,Four-Door Car,300.31,California,F
DM59806,Doctor,3571.35,73853,89,,Personal Auto,Four-Door Car,427.2,California,F
LJ88616,High School or Below,9868.6,0,99,,Personal Auto,Four-Door Car,712.8,Arizona,M
TC82133,Bachelor,5375.82,66844,70,,Personal Auto,Four-Door Car,104.98,Oregon,M
NW65065,High School or Below,4254.62,11904,61,,Corporate Auto,Two-Door Car,292.8,California,F
LS17120,Bachelor,3061.05,56869,83,,Personal Auto,Four-Door Car,269.41,California,M
ZN96843,Bachelor,2414.77,0,67,,Personal Auto,Two-Door Car,482.4,Arizona,M
HZ98935,Bachelor,4526.53,0,68,,Personal Auto,Four-Door Car,326.4,Washington,F
WG51330,College,5635.29,59325,71,,Corporate Auto,Four-Door Car,229.69,Arizona,M
DS58268,High School or Below,8254.7,0,115,,Corporate Auto,Luxury,552.0,Arizona,F
SN27401,High School or Below,7320.07,0,112,,Personal Auto,Two-Door Car,806.4,Washington,M
AI74959,High School or Below,3933.81,25927,103,,Personal Auto,SUV,674.97,California,M
RC16862,College,2433.09,0,71,,Corporate Auto,Four-Door Car,493.06,Arizona,M
YP19985,Bachelor,5706.96,83073,71,,Corporate Auto,Two-Door Car,10.42,California,M
SY29553,High School or Below,2585.44,0,73,,Personal Auto,Four-Door Car,350.4,Oregon,F
EM78211,College,2659.71,0,87,,Special Auto,Four-Door Car,420.04,Oregon,F
